document_type,title_or_name,source_file,line_count,phase_references,route_reference_count,code_path_references,missing_code_path_reference_count,notes
root_or_other,AeroAssist AgencyOS,README.md,1863,PHASE_20_FIRST_DEPLOYMENT_PREPARATION;PHASE_22_PRODUCTION_ONBOARDING_AGENCY_SETUP;PHASE_23_BACKUP_AUTOMATION_MONITORING_READINESS;PHASE_25_DOCUMENT_STORAGE_LIFECYCLE_DELIVERY_PROVIDER_READINESS;PHASE_26_REQUEST_INTAKE_OPERATIONAL_REQUEST_STABILIZATION;PHASE_27_1_MOBILITY_ASSISTANCE_LOGIC_FIX;PHASE_27_2_ASSISTANCE_ASSESSMENT_SSR_RECOMMENDATION;PHASE_27_OPERATIONAL_REQUEST_BUILDER_V1;PHASE_28_1_APP_SHELL_SIDEBAR_VISUAL_POLISH;PHASE_28_AGENCY_BRANDING_THEME_PERSONALIZATION;PHASE_29_AGENCY_WEBSITE_BUILDER_CMS_FOUNDATION;PHASE_30_1_BRANDING_LOGO_ASSET_SETTINGS_STABILIZATION;PHASE_30_PUBLIC_WEBSITE_PUBLISHING_INTAKE_FORMS_CMS_BLOCKS;PHASE_31_CMS_MEDIA_LIBRARY_PUBLIC_WEBSITE_VISUAL_POLISH;PHASE_32_BLUEPRINT_ALIGNMENT_CANONICAL_OPERATIONS_MODEL;PHASE_33_1_GLOBAL_REFERENCE_GOVERNANCE_SUGGESTIONS;PHASE_33_REFERENCE_DATA_CORE_SERVICE_CATALOGUE;PHASE_34_1_GLOBAL_FIELD_LIBRARY_AGENCY_FORM_PROFILES;PHASE_34_2_PLATFORM_REFERENCE_DATA_CONSOLE_ENRICHED_COUNTRIES;PHASE_34_3_REFERENCE_DATA_ENRICHMENT_IMPORT_PACKS;PHASE_34_SEGMENT_SCOPED_REQUEST_SERVICES_PETS_ITEMS;PHASE_35_TRIP_DOSSIER_FOUNDATION;phase_56_5_1_regression_integrity_foundation;phase_56_5_2_legacy_regression_suite_migration;phase_56_5_3_github_actions_continuous_integration_foundation;phase_56_5_4_authentication_security_http_hardening_foundation;phase_56_5_5_mongodb_security_backup_disaster_recovery_foundation;phase_56_5_6_persistence_scalability_tenant_query_hardening_foundation;phase_56_5_7_observability_diagnostics_performance_telemetry_foundation;phase_56_5_8_final_stabilization_pilot_release_gate;phase_57_0_pilot_operations_release_readiness;phase_57_1_production_evidence_pilot_sign_off_completion,521,backend/config.py;backend/scripts/bootstrap_reference_data.py;backend/scripts/check_portal_isolation.py;backend/scripts/check_production_readiness.py;backend/scripts/create_first_platform_owner.py;backend/scripts/smoke_agency_feature_flag_audit_foundation.py;backend/scripts/smoke_agency_feature_flag_bundle_foundation.py;backend/scripts/smoke_agency_feature_flags_foundation.py;backend/scripts/smoke_agency_website_builder.py;backend/scripts/smoke_airline_intelligence_agency_consumption_bridge.py;backend/scripts/smoke_airline_intelligence_data_pack_foundation.py;backend/scripts/smoke_airline_intelligence_data_pack_review_foundation.py;backend/scripts/smoke_airline_intelligence_knowledge_versioning_foundation.py;backend/scripts/smoke_airline_policy_ingestion_foundation.py;backend/scripts/smoke_ancillary_pricing_exception_foundation.py;backend/scripts/smoke_backend.py;backend/scripts/smoke_booking_pnr_foundation.py;backend/scripts/smoke_booking_workspace_foundation.py;backend/scripts/smoke_capability_catalog_foundation.py;backend/scripts/smoke_document_foundation.py;backend/scripts/smoke_feature_bundle_assignment_foundation.py;backend/scripts/smoke_feature_bundle_dependency_foundation.py;backend/scripts/smoke_feature_bundle_rollout_approval_foundation.py;backend/scripts/smoke_feature_bundle_rollout_change_request_foundation.py;backend/scripts/smoke_feature_bundle_rollout_decision_register_foundation.py;backend/scripts/smoke_feature_bundle_rollout_issue_log_foundation.py;backend/scripts/smoke_feature_bundle_rollout_plan_foundation.py;backend/scripts/smoke_feature_bundle_rollout_readiness_foundation.py;backend/scripts/smoke_feature_bundle_rollout_risk_register_foundation.py;backend/scripts/smoke_feature_bundle_rollout_rollback_plan_foundation.py;backend/scripts/smoke_feature_bundle_rollout_schedule_foundation.py;backend/scripts/smoke_feature_bundle_rollout_summary_pack_foundation.py;backend/scripts/smoke_feature_bundle_rollout_timeline_foundation.py;backend/scripts/smoke_flight_workspace_foundation.py;backend/scripts/smoke_gds_parser_foundation.py;backend/scripts/smoke_offer_acceptance_booking_readiness.py;backend/scripts/smoke_offer_builder_foundation.py;backend/scripts/smoke_offer_decision_explanation_foundation.py;backend/scripts/smoke_offer_decision_export_audit_review_foundation.py;backend/scripts/smoke_offer_decision_export_compliance_foundation.py;backend/scripts/smoke_offer_decision_export_foundation.py;backend/scripts/smoke_offer_decision_export_governance_foundation.py;backend/scripts/smoke_offer_decision_export_manual_delivery_handoff_foundation.py;backend/scripts/smoke_offer_decision_export_manual_delivery_outcome_foundation.py;backend/scripts/smoke_offer_decision_export_preview_foundation.py;backend/scripts/smoke_offer_decision_export_release_readiness_foundation.py;backend/scripts/smoke_offer_decision_pack_foundation.py;backend/scripts/smoke_offer_policy_advisor_integration_foundation.py;backend/scripts/smoke_offer_workspace_foundation.py;backend/scripts/smoke_operational_travel_workspace_foundation.py;backend/scripts/smoke_passenger_workspace_foundation.py;backend/scripts/smoke_platform_agency_ux_consolidation.py;backend/scripts/smoke_policy_comparison_service_advisor_foundation.py;backend/scripts/smoke_reference_service_catalogue_governance.py;backend/scripts/smoke_rollout_dashboard_foundation.py;backend/scripts/smoke_saas_subscription_entitlement_foundation.py;backend/scripts/smoke_service_mechanics_mapping_foundation.py;backend/scripts/smoke_service_taxonomy_foundation.py;backend/scripts/smoke_staff_invitations.py;backend/scripts/smoke_standalone_change_exchange_foundation.py;backend/scripts/smoke_subscription_entitlement_ui_guardrails.py;backend/scripts/smoke_supplementary_blueprint_sync.py;backend/scripts/smoke_ticket_emd_foundation.py;backend/scripts/smoke_ticket_workspace_foundation.py;backend/scripts/smoke_travel_request_workspace_foundation.py;backend/scripts/smoke_trip_workspace_foundation.py;backend/smoke_inventory.py;deploy/hostinger/;deploy/hostinger/FIRST_DEPLOYMENT_CHECKLIST.md;deploy/hostinger/MONGODB_DISASTER_RECOVERY_RUNBOOK.md;deploy/hostinger/OPERATIONS_RUNBOOK.md;deploy/hostinger/PILOT_RELEASE_RUNBOOK.md;deploy/hostinger/POST_DEPLOYMENT_SECURITY_CHECKLIST.md;deploy/hostinger/REAL_DEPLOYMENT_NOTES.md;deploy/hostinger/TROUBLESHOOTING.md;deploy/hostinger/nginx/aeroassist.conf.example;deploy/hostinger/scripts;deploy/hostinger/scripts/backup_all.sh;deploy/hostinger/scripts/backup_exports.sh;deploy/hostinger/scripts/backup_mongo.sh;deploy/hostinger/scripts/check_storage.sh;deploy/hostinger/scripts/deploy.sh;deploy/hostinger/scripts/healthcheck.sh;deploy/hostinger/scripts/preflight.sh;deploy/hostinger/scripts/prune_backups.sh;deploy/hostinger/scripts/smoke_production.sh;deploy/hostinger/scripts/status_full.sh;deploy/hostinger/scripts/verify_backups.sh;deploy/hostinger/systemd/;docs/architecture/agency-feature-flag-audit-foundation.md;docs/architecture/agency-feature-flag-bundle-foundation.md;docs/architecture/agency-feature-flags-foundation.md;docs/architecture/agencyos-blueprint-alignment-gap-map.md;docs/architecture/airline-contact-communication-intelligence-foundation.md;docs/architecture/airline-distribution-pss-gds-ndc-capability-intelligence-foundation.md;docs/architecture/airline-fare-family-rbd-baggage-brand-intelligence-foundation.md;docs/architecture/airline-intelligence-agency-consumption-bridge.md;docs/architecture/airline-intelligence-data-pack-foundation.md;docs/architecture/airline-intelligence-data-pack-review-foundation.md;docs/architecture/airline-intelligence-knowledge-versioning-foundation.md;docs/architecture/airline-intelligence-scale-release-readiness-foundation.md;docs/architecture/airline-knowledge-acquisition-workspace-foundation.md;docs/architecture/airline-knowledge-normalisation-foundation.md;docs/architecture/airline-knowledge-versioning-change-detection-foundation.md;docs/architecture/airline-master-profile-intelligence-foundation.md;docs/architecture/airline-operational-capability-matrix-foundation.md;docs/architecture/airline-operational-intelligence-engine-foundation.md;docs/architecture/airline-operational-knowledge-governance-foundation.md;docs/architecture/airline-policy-evidence-source-governance-foundation.md;docs/architecture/airline-recommendation-engine-foundation.md;docs/architecture/airline-service-coverage-gap-management-foundation.md;docs/architecture/authentication-security-http-hardening-foundation.md;docs/architecture/booking-workspace-foundation.md;docs/architecture/canonical-journey-itinerary-representation-foundation.md;docs/architecture/canonical-operations-model.md;docs/architecture/capability-catalog-foundation.md;docs/architecture/current-model-inventory.md;docs/architecture/document-workspace-foundation.md;docs/architecture/emd-workspace-foundation.md;docs/architecture/feature-bundle-assignment-foundation.md;docs/architecture/feature-bundle-dependency-foundation.md;docs/architecture/feature-bundle-rollout-approval-foundation.md;docs/architecture/feature-bundle-rollout-change-request-foundation.md;docs/architecture/feature-bundle-rollout-decision-register-foundation.md;docs/architecture/feature-bundle-rollout-issue-log-foundation.md;docs/architecture/feature-bundle-rollout-plan-foundation.md;docs/architecture/feature-bundle-rollout-readiness-foundation.md;docs/architecture/feature-bundle-rollout-risk-register-foundation.md;docs/architecture/feature-bundle-rollout-rollback-plan-foundation.md;docs/architecture/feature-bundle-rollout-schedule-foundation.md;docs/architecture/feature-bundle-rollout-summary-pack-foundation.md;docs/architecture/feature-bundle-rollout-timeline-foundation.md;docs/architecture/final-stabilization-pilot-release-gate.md;docs/architecture/flight-workspace-foundation.md;docs/architecture/foundations/;docs/architecture/foundations/AEROASSIST_ENGINEERING_PRINCIPLES.md;docs/architecture/foundations/AIRLINE_OPERATIONAL_KNOWLEDGE_BLUEPRINT.md;docs/architecture/foundations/AIRLINE_OPERATIONAL_KNOWLEDGE_ONTOLOGY.md;docs/architecture/foundations/GLOSSARY.md;docs/architecture/foundations/PASSENGER_SERVICE_ONTOLOGY.md;docs/architecture/foundations/PASSENGER_SERVICE_OPERATIONS_MANIFESTO.md;docs/architecture/github-actions-continuous-integration-foundation.md;docs/architecture/intelligent-offer-builder-integration-foundation.md;docs/architecture/interline-codeshare-operating-carrier-intelligence-foundation.md;docs/architecture/journey-comparison-client-presentation-foundation.md;docs/architecture/journey-option-fare-brand-composition-workspace-foundation.md;docs/architecture/journey-segment-authoring-intelligent-import-workspace-foundation.md;docs/architecture/legacy-regression-suite-migration.md;docs/architecture/mongodb-security-backup-disaster-recovery-foundation.md;docs/architecture/observability-diagnostics-performance-telemetry-foundation.md;docs/architecture/offer-decision-export-audit-review-foundation.md;docs/architecture/offer-decision-export-compliance-foundation.md;docs/architecture/offer-decision-export-governance-foundation.md;docs/architecture/offer-delivery-client-interaction-foundation.md;docs/architecture/offer-workspace-foundation.md;docs/architecture/operational-constraint-engine-foundation.md;docs/architecture/operational-knowledge-evaluation-engine-foundation.md;docs/architecture/operational-timeline-workspace-foundation.md;docs/architecture/operational-travel-workspace-foundation.md;docs/architecture/passenger-service-feasibility-engine-foundation.md;docs/architecture/passenger-service-operations-principle.md;docs/architecture/passenger-service-workflow-engine-foundation.md;docs/architecture/passenger-workspace-foundation.md;docs/architecture/persistence-scalability-tenant-query-hardening-foundation.md;docs/architecture/phase-marker-regression-integrity-foundation.md;docs/architecture/pilot-operations-release-readiness.md;docs/architecture/platform-agency-ux-consolidation.md;docs/architecture/product-surface-workspace-governance.md;docs/architecture/production-evidence-pilot-sign-off-completion.md;docs/architecture/rollout-dashboard-foundation.md;docs/architecture/saas-subscription-entitlement-foundation.md;docs/architecture/ssr-osi-operational-workspace-foundation.md;docs/architecture/subscription-entitlement-ui-guardrails.md;docs/architecture/ticket-workspace-foundation.md;docs/architecture/travel-request-workspace-foundation.md;docs/architecture/trip-workspace-foundation.md,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
root_or_other,Review Notes,REVIEW_NOTES.md,86,,0,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
root_or_other,Workflows,WORKFLOWS.md,181,,0,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
deploy_runbook,First Hostinger VPS Deployment Checklist,deploy/hostinger/FIRST_DEPLOYMENT_CHECKLIST.md,260,,1,deploy/hostinger/MONGODB_DISASTER_RECOVERY_RUNBOOK.md;deploy/hostinger/nginx/aeroassist.conf.example;deploy/hostinger/scripts/backup_exports.sh;deploy/hostinger/scripts/backup_mongo.sh;deploy/hostinger/scripts/deploy.sh;deploy/hostinger/scripts/logs.sh;deploy/hostinger/scripts/preflight.sh;deploy/hostinger/scripts/smoke_production.sh;deploy/hostinger/scripts/verify_backups.sh,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
deploy_runbook,MongoDB Security and Disaster Recovery Runbook,deploy/hostinger/MONGODB_DISASTER_RECOVERY_RUNBOOK.md,178,,0,deploy/hostinger/scripts/backup_all.sh;deploy/hostinger/scripts/preflight.sh;deploy/hostinger/scripts/prune_backups.sh;deploy/hostinger/scripts/restore_mongodb_backup.sh;deploy/hostinger/scripts/smoke_production.sh;deploy/hostinger/scripts/test_restore_mongodb_backup.sh;deploy/hostinger/scripts/verify_backups.sh,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
deploy_runbook,AeroAssist Hostinger Operations Runbook,deploy/hostinger/OPERATIONS_RUNBOOK.md,441,,5,deploy/hostinger/;deploy/hostinger/FIRST_DEPLOYMENT_CHECKLIST.md;deploy/hostinger/MONGODB_DISASTER_RECOVERY_RUNBOOK.md;deploy/hostinger/POST_DEPLOYMENT_SECURITY_CHECKLIST.md;deploy/hostinger/TROUBLESHOOTING.md;deploy/hostinger/nginx/aeroassist.conf.example;deploy/hostinger/scripts/;deploy/hostinger/scripts/backup_all.sh;deploy/hostinger/scripts/backup_exports.sh;deploy/hostinger/scripts/backup_mongo.sh;deploy/hostinger/scripts/check_storage.sh;deploy/hostinger/scripts/deploy.sh;deploy/hostinger/scripts/healthcheck.sh;deploy/hostinger/scripts/logs.sh;deploy/hostinger/scripts/preflight.sh;deploy/hostinger/scripts/prune_backups.sh;deploy/hostinger/scripts/restart.sh;deploy/hostinger/scripts/smoke_production.sh;deploy/hostinger/scripts/status.sh;deploy/hostinger/scripts/status_full.sh;deploy/hostinger/scripts/verify_backups.sh;deploy/hostinger/systemd/aeroassist-backup-verify.service;deploy/hostinger/systemd/aeroassist-backup-verify.timer;deploy/hostinger/systemd/aeroassist-backup.service;deploy/hostinger/systemd/aeroassist-backup.timer,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
deploy_runbook,Controlled Pilot Release Runbook,deploy/hostinger/PILOT_RELEASE_RUNBOOK.md,154,,3,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
deploy_runbook,Post-Deployment Security Checklist,deploy/hostinger/POST_DEPLOYMENT_SECURITY_CHECKLIST.md,123,,6,deploy/hostinger/scripts/check_storage.sh;deploy/hostinger/scripts/healthcheck.sh;deploy/hostinger/scripts/prune_backups.sh;deploy/hostinger/scripts/smoke_production.sh;deploy/hostinger/scripts/status_full.sh;deploy/hostinger/scripts/verify_backups.sh,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
deploy_runbook,Real Hostinger Deployment Notes,deploy/hostinger/REAL_DEPLOYMENT_NOTES.md,51,,2,deploy/hostinger/nginx/aeroassist.conf.example;deploy/hostinger/scripts/smoke_production.sh,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
deploy_runbook,Hostinger VPS Troubleshooting,deploy/hostinger/TROUBLESHOOTING.md,340,,3,backend/requirements.txt;deploy/hostinger/scripts/backup_all.sh;deploy/hostinger/scripts/check_storage.sh;deploy/hostinger/scripts/healthcheck.sh;deploy/hostinger/scripts/status_full.sh;deploy/hostinger/scripts/verify_backups.sh;deploy/hostinger/systemd,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
deploy_runbook,MongoDB Restore Entry Point,deploy/hostinger/scripts/restore_mongo.md,13,,0,deploy/hostinger/MONGODB_DISASTER_RECOVERY_RUNBOOK.md;deploy/hostinger/scripts/restore_mongodb_backup.sh;deploy/hostinger/scripts/test_restore_mongodb_backup.sh,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Agency Feature Flag Readiness & Audit Foundation,docs/architecture/agency-feature-flag-audit-foundation.md,72,,13,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Agency Feature Flag Bundle Foundation,docs/architecture/agency-feature-flag-bundle-foundation.md,76,,14,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Agency Feature Flags Foundation,docs/architecture/agency-feature-flags-foundation.md,66,,17,docs/architecture/agency-feature-flag-audit-foundation.md,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,AgencyOS Blueprint Alignment Gap Map,docs/architecture/agencyos-blueprint-alignment-gap-map.md,205,,301,backend/routers/clients.py;backend/routers/trips.py;docs/architecture/foundations/;frontend/src/lib/moduleCatalog.js,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Agent Work Queue and Assignment Foundation,docs/architecture/agent-work-queue-assignment-foundation.md,99,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Contact and Communication Intelligence Foundation,docs/architecture/airline-contact-communication-intelligence-foundation.md,73,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Distribution PSS GDS NDC Capability Intelligence Foundation,docs/architecture/airline-distribution-pss-gds-ndc-capability-intelligence-foundation.md,71,phase_55_5_airline_distribution_pss_gds_ndc_capability_intelligence_foundation,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,"Airline Fare Family, RBD, Baggage, and Brand Intelligence Foundation",docs/architecture/airline-fare-family-rbd-baggage-brand-intelligence-foundation.md,46,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Intelligence Agency Consumption Bridge,docs/architecture/airline-intelligence-agency-consumption-bridge.md,55,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Intelligence Data Pack Foundation,docs/architecture/airline-intelligence-data-pack-foundation.md,71,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Intelligence Data Pack Review Foundation,docs/architecture/airline-intelligence-data-pack-review-foundation.md,65,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Intelligence Knowledge Versioning Foundation,docs/architecture/airline-intelligence-knowledge-versioning-foundation.md,69,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Intelligence Scale and Release Readiness Foundation,docs/architecture/airline-intelligence-scale-release-readiness-foundation.md,107,phase_55_9_airline_intelligence_scale_release_readiness_foundation,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Knowledge Acquisition Workspace Foundation,docs/architecture/airline-knowledge-acquisition-workspace-foundation.md,97,,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Knowledge Normalisation Foundation,docs/architecture/airline-knowledge-normalisation-foundation.md,55,phase_50_3_airline_knowledge_normalisation_foundation,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Knowledge Publishing Foundation,docs/architecture/airline-knowledge-publishing-foundation.md,74,,4,backend/services/airline_knowledge_publishing_service.py,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Knowledge Versioning And Change Detection Foundation,docs/architecture/airline-knowledge-versioning-change-detection-foundation.md,51,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Master Profile Intelligence Foundation,docs/architecture/airline-master-profile-intelligence-foundation.md,47,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Operational Capability Matrix Foundation,docs/architecture/airline-operational-capability-matrix-foundation.md,87,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Operational Intelligence Engine Foundation,docs/architecture/airline-operational-intelligence-engine-foundation.md,159,phase_50_0_airline_operational_intelligence_engine_architecture_foundation,6,backend/routers/agency_airline_operational_intelligence.py;backend/routers/platform_airline_operational_intelligence.py;backend/services/airline_operational_intelligence_service.py;docs/architecture/foundations/,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Operational Knowledge Governance Foundation,docs/architecture/airline-operational-knowledge-governance-foundation.md,69,phase_50_4_airline_operational_knowledge_governance_foundation,5,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Policy Evidence And Source Governance Foundation,docs/architecture/airline-policy-evidence-source-governance-foundation.md,50,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Policy Ingestion Foundation,docs/architecture/airline-policy-ingestion-foundation.md,54,,0,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Recommendation Engine Foundation,docs/architecture/airline-recommendation-engine-foundation.md,99,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Service Coverage And Knowledge Gap Management Foundation,docs/architecture/airline-service-coverage-gap-management-foundation.md,61,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Ancillary Pricing And Exception Foundation,docs/architecture/ancillary-pricing-exception-foundation.md,51,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,"Authentication, Security, and HTTP Hardening Foundation",docs/architecture/authentication-security-http-hardening-foundation.md,103,phase_56_5_4_authentication_security_http_hardening_foundation,2,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Booking Import Draft Foundation,docs/architecture/booking-import-draft-foundation.md,49,,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Booking / PNR Foundation,docs/architecture/booking-pnr-foundation.md,46,,7,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Booking Workspace Foundation,docs/architecture/booking-workspace-foundation.md,113,phase_41_6_booking_workspace_foundation,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Canonical Journey And Itinerary Representation Foundation,docs/architecture/canonical-journey-itinerary-representation-foundation.md,116,phase_56_0_canonical_journey_itinerary_representation_foundation;phase_56_1_journey_segment_authoring_intelligent_import_workspace_foundation,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Canonical Operations Model,docs/architecture/canonical-operations-model.md,136,,1,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Canonical Route Policy,docs/architecture/canonical-route-policy.md,361,,391,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Capability Catalog Foundation,docs/architecture/capability-catalog-foundation.md,85,,17,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Client Passenger Master Workspace Foundation,docs/architecture/client-passenger-master-workspace-foundation.md,30,,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Current Model Inventory,docs/architecture/current-model-inventory.md,385,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Document Foundation,docs/architecture/document-foundation.md,72,,14,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
