document_type,title_or_name,source_file,line_count,phase_references,route_reference_count,code_path_references,missing_code_path_reference_count,notes
architecture,Document Workspace Foundation,docs/architecture/document-workspace-foundation.md,64,,9,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,EMD Workspace Foundation,docs/architecture/emd-workspace-foundation.md,46,phase_41_8_emd_workspace_foundation,5,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,End-to-End Operational Workflow Maturity Foundation,docs/architecture/end-to-end-operational-workflow-maturity-foundation.md,77,,10,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Phase 53.0 - End-to-End Stabilization & Pilot Readiness Foundation,docs/architecture/end-to-end-stabilization-pilot-readiness-foundation.md,136,,27,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Assignment Foundation,docs/architecture/feature-bundle-assignment-foundation.md,87,,13,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Dependency Foundation,docs/architecture/feature-bundle-dependency-foundation.md,29,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Approval Foundation,docs/architecture/feature-bundle-rollout-approval-foundation.md,38,,10,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Change Request Foundation,docs/architecture/feature-bundle-rollout-change-request-foundation.md,66,phase_40_11_feature_bundle_rollout_change_request_foundation,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Decision Register Foundation,docs/architecture/feature-bundle-rollout-decision-register-foundation.md,63,phase_40_10_feature_bundle_rollout_decision_register_foundation,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Issue Log Foundation,docs/architecture/feature-bundle-rollout-issue-log-foundation.md,28,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Plan Foundation,docs/architecture/feature-bundle-rollout-plan-foundation.md,28,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Readiness Foundation,docs/architecture/feature-bundle-rollout-readiness-foundation.md,33,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Risk Register Foundation,docs/architecture/feature-bundle-rollout-risk-register-foundation.md,28,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Rollback Plan Foundation,docs/architecture/feature-bundle-rollout-rollback-plan-foundation.md,55,phase_40_12_feature_bundle_rollout_rollback_plan_foundation,10,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Schedule Foundation,docs/architecture/feature-bundle-rollout-schedule-foundation.md,31,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Summary Pack Foundation,docs/architecture/feature-bundle-rollout-summary-pack-foundation.md,71,phase_40_13_feature_bundle_rollout_summary_pack_foundation,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Feature Bundle Rollout Timeline Foundation,docs/architecture/feature-bundle-rollout-timeline-foundation.md,29,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Final Stabilization and Pilot Release Gate,docs/architecture/final-stabilization-pilot-release-gate.md,84,phase_56_5_8_final_stabilization_pilot_release_gate,4,backend/scripts/assess_pilot_release_readiness.py;backend/scripts/run_pilot_release_validation.py;deploy/hostinger/PILOT_RELEASE_RUNBOOK.md,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Flight Workspace Foundation,docs/architecture/flight-workspace-foundation.md,115,phase_41_3_flight_workspace_foundation,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,AeroAssist Engineering Principles,docs/architecture/foundations/AEROASSIST_ENGINEERING_PRINCIPLES.md,99,,2,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Operational Knowledge Blueprint,docs/architecture/foundations/AIRLINE_OPERATIONAL_KNOWLEDGE_BLUEPRINT.md,224,,0,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Airline Operational Knowledge Ontology,docs/architecture/foundations/AIRLINE_OPERATIONAL_KNOWLEDGE_ONTOLOGY.md,38,,0,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Glossary,docs/architecture/foundations/GLOSSARY.md,329,,0,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Passenger Service Ontology,docs/architecture/foundations/PASSENGER_SERVICE_ONTOLOGY.md,42,,0,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Passenger Service Operations Manifesto,docs/architecture/foundations/PASSENGER_SERVICE_OPERATIONS_MANIFESTO.md,33,,0,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,GDS Parser Foundation,docs/architecture/gds-parser-foundation.md,62,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,GitHub Actions Continuous Integration Foundation,docs/architecture/github-actions-continuous-integration-foundation.md,101,phase_56_5_3_github_actions_continuous_integration_foundation,0,.github/workflows/ci-docker.yml;.github/workflows/ci-fast.yml;.github/workflows/ci-regression-full.yml;.github/workflows/ci-smoke-focused.yml;backend/Dockerfile;backend/scripts/run_smoke_inventory.py;backend/scripts/smoke_inventory.json;backend/scripts/smoke_observability_diagnostics_performance_telemetry_foundation.py;backend/scripts/validate_ci_foundation.py;backend/scripts/validate_observability_foundation.py;backend/scripts/validate_persistence_query_foundation.py;backend/scripts/validate_smoke_inventory.py;backend/smoke_inventory.py,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Intelligent Offer Builder Integration Foundation,docs/architecture/intelligent-offer-builder-integration-foundation.md,77,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,"Interline, Codeshare, and Operating Carrier Intelligence Foundation",docs/architecture/interline-codeshare-operating-carrier-intelligence-foundation.md,46,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Journey Comparison and Client Presentation Foundation,docs/architecture/journey-comparison-client-presentation-foundation.md,67,phase_56_3_journey_comparison_client_presentation_foundation,0,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Journey Option and Fare Brand Composition Workspace Foundation,docs/architecture/journey-option-fare-brand-composition-workspace-foundation.md,94,phase_56_2_journey_option_fare_brand_composition_workspace_foundation,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Journey Segment Authoring And Intelligent Import Workspace Foundation,docs/architecture/journey-segment-authoring-intelligent-import-workspace-foundation.md,91,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Knowledge Import Templates Foundation,docs/architecture/knowledge-import-templates-foundation.md,60,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Knowledge Population Toolkit Foundation,docs/architecture/knowledge-population-toolkit-foundation.md,93,,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Knowledge Quality Assurance Foundation,docs/architecture/knowledge-quality-assurance-foundation.md,83,,4,backend/services/knowledge_quality_assurance_service.py,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Legacy Regression Suite Migration,docs/architecture/legacy-regression-suite-migration.md,111,phase_28;phase_28_0;phase_56_5_2_legacy_regression_suite_migration,2,backend/build_phase.py;backend/scripts/phase_assertions.py;backend/scripts/run_smoke_inventory.py;backend/scripts/smoke_inventory.json;backend/scripts/smoke_legacy_regression_suite_migration.py;backend/scripts/smoke_phase_marker_regression_integrity_foundation.py;backend/scripts/validate_smoke_inventory.py;backend/smoke_inventory.py,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,"MongoDB Security, Backup, and Disaster Recovery Foundation",docs/architecture/mongodb-security-backup-disaster-recovery-foundation.md,105,,0,deploy/hostinger/MONGODB_DISASTER_RECOVERY_RUNBOOK.md;deploy/hostinger/PILOT_RELEASE_RUNBOOK.md;deploy/hostinger/mongodb/init-application-user.sh;deploy/hostinger/scripts/backup_mongo.sh,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,"Observability, Diagnostics, and Performance Telemetry Foundation",docs/architecture/observability-diagnostics-performance-telemetry-foundation.md,131,phase_56_5_7_observability_diagnostics_performance_telemetry_foundation,2,backend/observability.py,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Decision Explanation Foundation,docs/architecture/offer-decision-explanation-foundation.md,34,,2,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Decision Export Audit Review Foundation,docs/architecture/offer-decision-export-audit-review-foundation.md,66,,21,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Decision Export Compliance Evidence Foundation,docs/architecture/offer-decision-export-compliance-foundation.md,45,,21,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Decision Export Foundation,docs/architecture/offer-decision-export-foundation.md,54,,2,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Decision Export Governance Foundation,docs/architecture/offer-decision-export-governance-foundation.md,44,,19,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Decision Export Manual Delivery Handoff Foundation,docs/architecture/offer-decision-export-manual-delivery-handoff-foundation.md,60,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Decision Export Manual Delivery Outcome Foundation,docs/architecture/offer-decision-export-manual-delivery-outcome-foundation.md,24,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Decision Export Preview Foundation,docs/architecture/offer-decision-export-preview-foundation.md,54,,2,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Decision Export Release Readiness Foundation,docs/architecture/offer-decision-export-release-readiness-foundation.md,58,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Decision Pack Foundation,docs/architecture/offer-decision-pack-foundation.md,48,,2,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Delivery and Client Interaction Foundation,docs/architecture/offer-delivery-client-interaction-foundation.md,115,phase_56_4_offer_delivery_client_interaction_foundation,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Policy Advisor Integration Foundation,docs/architecture/offer-policy-advisor-integration-foundation.md,42,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Phase 54.6: Offer-to-Booking Handoff and Booking Readiness Foundation,docs/architecture/offer-to-booking-handoff-readiness-foundation.md,79,,14,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Offer Workspace Foundation,docs/architecture/offer-workspace-foundation.md,114,phase_41_5_offer_workspace_foundation,9,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Operational Constraint Engine Foundation,docs/architecture/operational-constraint-engine-foundation.md,87,,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Operational Intelligence Pipeline Consolidation Foundation,docs/architecture/operational-intelligence-pipeline-consolidation-foundation.md,72,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Operational Knowledge Evaluation Engine Foundation,docs/architecture/operational-knowledge-evaluation-engine-foundation.md,107,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Operational Rule Composer Foundation,docs/architecture/operational-rule-composer-foundation.md,90,,4,backend/services/operational_rule_composer_service.py,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Operational Scenario Testing Foundation,docs/architecture/operational-scenario-testing-foundation.md,86,,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Operational Timeline Workspace Foundation,docs/architecture/operational-timeline-workspace-foundation.md,55,,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Operational Travel Workspace Foundation,docs/architecture/operational-travel-workspace-foundation.md,99,phase_41_0_operational_travel_workspace_foundation,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Operational Workflow Orchestration Foundation,docs/architecture/operational-workflow-orchestration-foundation.md,113,phase_54_1_operational_workflow_orchestration_foundation,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Operations Command Center Foundation,docs/architecture/operations-command-center-foundation.md,85,,14,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Passenger Service Feasibility Engine Foundation,docs/architecture/passenger-service-feasibility-engine-foundation.md,77,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Passenger Service Operations Principle,docs/architecture/passenger-service-operations-principle.md,124,,0,docs/architecture/foundations/,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Passenger Service Workflow Engine Foundation,docs/architecture/passenger-service-workflow-engine-foundation.md,84,,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Passenger Workspace Foundation,docs/architecture/passenger-workspace-foundation.md,115,phase_41_2_passenger_workspace_foundation,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Persistence Scalability and Tenant Query Hardening Foundation,docs/architecture/persistence-scalability-tenant-query-hardening-foundation.md,135,phase_56_5_6_persistence_scalability_tenant_query_hardening_foundation,0,backend/persistence_query.py;backend/persistence_repository.py;backend/scripts/persistence_query_legacy_exceptions.json,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Phase Marker and Regression Integrity Foundation,docs/architecture/phase-marker-regression-integrity-foundation.md,76,phase_55_9_airline_intelligence_scale_release_readiness_foundation;phase_56_5_1_regression_integrity_foundation,2,backend/build_phase.py;backend/scripts/phase_assertions.py;backend/scripts/smoke_airline_master_profile_intelligence_foundation.py;backend/scripts/smoke_phase_marker_regression_integrity_foundation.py,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Pilot Operations and Release Readiness,docs/architecture/pilot-operations-release-readiness.md,54,phase_57_0_pilot_operations_release_readiness,5,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Platform / Agency UX Consolidation,docs/architecture/platform-agency-ux-consolidation.md,63,,6,frontend/src/lib/moduleCatalog.js,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Policy Comparison Service Advisor Foundation,docs/architecture/policy-comparison-service-advisor-foundation.md,55,,2,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Pricing Formula Builder Foundation,docs/architecture/pricing-formula-builder-foundation.md,52,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Product Surface And Workspace Governance,docs/architecture/product-surface-workspace-governance.md,61,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Production Evidence and Pilot Sign-Off Completion,docs/architecture/production-evidence-pilot-sign-off-completion.md,68,phase_57_1_production_evidence_pilot_sign_off_completion,2,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Reference Data Consumer Map,docs/architecture/reference-data-consumer-map.md,53,,5,backend/services/reference_domain_usage_service.py;backend/services/reference_import_template_service.py,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Reference Data Engine Foundation,docs/architecture/reference-data-engine-foundation.md,59,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Request Segment Service Precision Foundation,docs/architecture/request-segment-service-precision-foundation.md,50,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Request-to-Trip Operational Conversion Foundation,docs/architecture/request-to-trip-operational-conversion-foundation.md,66,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Rollout Dashboard Foundation,docs/architecture/rollout-dashboard-foundation.md,27,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,SaaS Subscription & Entitlement Foundation,docs/architecture/saas-subscription-entitlement-foundation.md,50,,4,docs/architecture/subscription-entitlement-ui-guardrails.md,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Service Catalogue Operational Contract,docs/architecture/service-catalogue-operational-contract.md,41,,2,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Service Mechanics Mapping Foundation,docs/architecture/service-mechanics-mapping-foundation.md,60,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Phase 51.1 - Service Parameter Taxonomy Integration Foundation,docs/architecture/service-parameter-taxonomy-integration-foundation.md,85,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Service Taxonomy Foundation,docs/architecture/service-taxonomy-foundation.md,81,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Servicing and After-Sales Workflow Foundation,docs/architecture/servicing-after-sales-workflow-foundation.md,85,,7,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,SLA and Operational Deadline Engine Foundation,docs/architecture/sla-operational-deadline-engine-foundation.md,38,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Special Services Unified Facade,docs/architecture/special-services-unified-facade.md,33,,0,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,SSR / OSI Operational Workspace Foundation,docs/architecture/ssr-osi-operational-workspace-foundation.md,51,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,"Standalone Booking, Ticket, And EMD Workflows",docs/architecture/standalone-booking-ticket-emd-workflows.md,46,,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Subscription Entitlement UI Guardrails,docs/architecture/subscription-entitlement-ui-guardrails.md,56,,9,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Supplementary Blueprint Adoption Map,docs/architecture/supplementary-blueprint-adoption-map.md,442,,301,docs/architecture/foundations/;frontend/src/lib/moduleCatalog.js,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Task Automation And Dependency Orchestration Foundation,docs/architecture/task-automation-dependency-orchestration-foundation.md,44,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Ticket and EMD Foundation,docs/architecture/ticket-emd-foundation.md,57,,10,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Ticket Workspace Foundation,docs/architecture/ticket-workspace-foundation.md,105,phase_41_7_ticket_workspace_foundation,5,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Travel Request Workspace Foundation,docs/architecture/travel-request-workspace-foundation.md,107,phase_41_1_travel_request_workspace_foundation,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,"Trip Change, Ticket Exchange, And EMD Exchange Workflows",docs/architecture/trip-change-ticket-emd-exchange-workflows.md,47,,6,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Trip Workspace Foundation,docs/architecture/trip-workspace-foundation.md,113,phase_41_4_trip_workspace_foundation,8,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
architecture,Visual Policy Editor Foundation,docs/architecture/visual-policy-editor-foundation.md,46,,4,,0,Only existing repository paths are listed; prose compounds and wildcard examples are excluded from missing-path claims.
